source_prefix	target_prefix	source_size	target_size	absolute_overlap	normalized_overlap
fao	plana	112	646	71	0.63393
efo	zeco	15540	161	102	0.63354
vsmo	zeco	1902	161	102	0.63354
wbbt	wbphenotype	6763	2633	1668	0.6335
geno	mop	221	3582	140	0.63348
exo	poro	150	607	95	0.63333
aism	go	553	43248	350	0.63291
nomen	ogms	260	117	74	0.63248
efo	flopo	15540	23226	9824	0.63218
so	zfa	2386	3079	1508	0.63202
hom	maxo	65	1387	41	0.63077
mp	nomen	13569	260	164	0.63077
cro	zfs	81	54	34	0.62963
hsapdv	uberon	243	14351	153	0.62963
obi	xco	3735	675	425	0.62963
ddpheno	uberon	961	14351	605	0.62955
phipo	poro	920	607	382	0.62932
fbcv	omit	1132	89	56	0.62921
go	hao	43248	2465	1551	0.62921
omit	vbo	89	18556	56	0.62921
bfo	cdno	35	799	22	0.62857
bfo	mco	35	839	22	0.62857
bfo	mmusdv	35	105	22	0.62857
bfo	po	35	1653	22	0.62857
bfo	uberon	35	14351	22	0.62857
maxo	mmusdv	1387	105	66	0.62857
plana	wbphenotype	646	2633	406	0.62848
mondo	to	22784	1606	1009	0.62827
obi	rxno	3735	653	410	0.62787
hao	zfa	2465	3079	1547	0.62759
fypo	mp	7674	13569	4816	0.62757
mmo	vto	695	107005	436	0.62734
go	zeco	43248	161	101	0.62733
mp	wbbt	13569	6763	4242	0.62724
vto	wbphenotype	107005	2633	1651	0.62704
sbo	vto	694	107005	435	0.6268
obi	to	3735	1606	1006	0.6264
bspo	eco	139	2007	87	0.6259
vto	xco	107005	675	422	0.62519
bfo	trans	35	32	20	0.625
fovt	trans	313	32	20	0.625
pw	vto	2600	107005	1622	0.62385
bto	oba	6511	7787	4061	0.62371
pato	vto	1875	107005	1169	0.62347
cl	ma	2659	3230	1657	0.62317
nomen	vto	260	107005	162	0.62308
pw	wbbt	2600	6763	1620	0.62308
eco	uberon	2007	14351	1250	0.62282
clyh	ms	257	2937	160	0.62257
cteno	nomen	151	260	94	0.62252
cmo	plana	3025	646	402	0.62229
xao	xco	1720	675	420	0.62222
hp	xao	16614	1720	1070	0.62209
maxo	psdo	1387	74	46	0.62162
to	zfa	1606	3079	998	0.62142
clao	vto	1495	107005	929	0.6214
hog	zeco	1176	161	100	0.62112
ecocore	rbo	182	192	113	0.62088
hao	wbbt	2465	6763	1529	0.62028
rxno	xao	653	1720	405	0.62021
cl	cmo	2659	3025	1649	0.62016
geno	nbo	221	928	137	0.61991
efo	nbo	15540	928	575	0.61961
hog	nomen	1176	260	161	0.61923
cmpo	phipo	399	920	247	0.61905
ncro	pdumdv	2543	21	13	0.61905
pato	pdumdv	1875	21	13	0.61905
pdumdv	vto	21	107005	13	0.61905
planp	vsmo	673	1902	416	0.61813
omit	vto	89	107005	55	0.61798
cl	fbcv	2659	1132	699	0.61749
hao	vto	2465	107005	1522	0.61744
eco	go	2007	43248	1239	0.61734
cvdo	efo	290	15540	179	0.61724
rxno	vto	653	107005	403	0.61715
ddpheno	to	961	1606	593	0.61707
mondo	olatdv	22784	47	29	0.61702
olatdv	vsmo	47	1902	29	0.61702
spd	vsmo	757	1902	467	0.61691
efo	mop	15540	3582	2209	0.61669
hao	to	2465	1606	990	0.61644
oba	rs	7787	5020	3094	0.61633
aism	fao	553	112	69	0.61607
eco	omp	2007	2006	1235	0.61565
go	mop	43248	3582	2205	0.61558
mco	vsmo	839	1902	516	0.61502
rs	vto	5020	107005	3087	0.61494
cl	clao	2659	1495	919	0.61472
oba	plana	7787	646	397	0.61455
obi	plana	3735	646	397	0.61455
poro	vto	607	107005	373	0.6145
colao	go	83	43248	51	0.61446
colao	ogms	83	117	51	0.61446
cmpo	efo	399	15540	245	0.61404
mop	to	3582	1606	985	0.61333
go	poro	43248	607	372	0.61285
lbo	mondo	1108	22784	679	0.61282
pw	zfa	2600	3079	1593	0.61269
mop	vto	3582	107005	2194	0.61251
gecko	nomen	67	260	41	0.61194
gecko	oba	67	7787	41	0.61194
gecko	poro	67	607	41	0.61194
hp	zp	16614	36602	10161	0.61159
bspo	plana	139	646	85	0.61151
ddpheno	mco	961	839	513	0.61144
mro	zp	51242	36602	22377	0.61136
to	vto	1606	107005	980	0.61021
mmusdv	po	105	1653	64	0.60952
sbo	xao	694	1720	423	0.60951
hp	wbbt	16614	6763	4122	0.60949
cteno	poro	151	607	92	0.60927
hog	oarcs	1176	307	187	0.60912
hsapdv	vt	243	3677	148	0.60905
one	to	69	1606	42	0.6087
one	vto	69	107005	42	0.6087
ino	nomen	166	260	101	0.60843
omit	psdo	89	74	45	0.60811
phipo	psdo	920	74	45	0.60811
poro	psdo	607	74	45	0.60811
psdo	symp	74	897	45	0.60811
mondo	poro	22784	607	369	0.60791
icepo	mco	51	839	31	0.60784
icepo	ncro	51	2543	31	0.60784
icepo	symp	51	897	31	0.60784
so	to	2386	1606	976	0.60772
ddanat	symp	130	897	79	0.60769
efo	mmo	15540	695	422	0.60719
fao	omp	112	2006	68	0.60714
uberon	vto	14351	107005	8712	0.60707
cvdo	phipo	290	920	176	0.6069
fbcv	obi	1132	3735	687	0.60689
omit	symp	89	897	54	0.60674
efo	sbo	15540	694	421	0.60663
chmo	cl	2908	2659	1613	0.60662
efo	xco	15540	675	409	0.60593
chmo	plana	2908	646	391	0.60526
cl	fypo	2659	7674	1607	0.60436
so	vto	2386	107005	1442	0.60436
bspo	obi	139	3735	84	0.60432
chmo	fbcv	2908	1132	684	0.60424
cmpo	uberon	399	14351	241	0.60401
hao	plana	2465	646	390	0.60372
cryoem	maxo	111	1387	67	0.6036
cl	dermo	2659	3401	1604	0.60323
mmo	xao	695	1720	419	0.60288
maxo	obi	1387	3735	836	0.60274
colao	ddpheno	83	961	50	0.60241
geno	wbls	221	774	133	0.60181
efo	fbcv	15540	1132	681	0.60159
uberon	zfa	14351	3079	1851	0.60117
mondo	uberon	22784	14351	8623	0.60086
plana	pw	646	2600	388	0.60062
omp	rxno	2006	653	392	0.60031
bfo	maxo	35	1387	21	0.6
bfo	mp	35	13569	21	0.6
bfo	symp	35	897	21	0.6
go	hom	43248	65	39	0.6
vsmo	wbls	1902	774	464	0.59948
cl	pw	2659	2600	1558	0.59923
cmpo	eco	399	2007	239	0.599
cmpo	vto	399	107005	239	0.599
mop	pato	3582	1875	1123	0.59893
efo	planp	15540	673	403	0.59881
efo	rxno	15540	653	391	0.59877
aism	wbbt	553	6763	331	0.59855
ddpheno	lepao	961	132	79	0.59848
ogms	poro	117	607	70	0.59829
aro	fao	6610	112	67	0.59821
bspo	fao	139	112	67	0.59821
eco	hp	2007	16614	1199	0.59741
bspo	vto	139	107005	83	0.59712
mmo	vsmo	695	1902	415	0.59712
omp	xco	2006	675	403	0.59704
wbphenotype	zfa	2633	3079	1571	0.59666
obi	symp	3735	897	535	0.59643
hp	mondo	16614	22784	9899	0.59582
hp	omp	16614	2006	1195	0.59571
cdao	ddpheno	131	961	78	0.59542
clyh	xao	257	1720	153	0.59533
cl	wbphenotype	2659	2633	1567	0.59514
sbo	vsmo	694	1902	413	0.5951
mondo	nbo	22784	928	552	0.59483
clyh	cryoem	257	111	66	0.59459
cryoem	fao	111	112	66	0.59459
phipo	vto	920	107005	547	0.59457
fbcv	pw	1132	2600	673	0.59452
cro	trans	81	32	19	0.59375
hog	nbo	1176	928	551	0.59375
exo	nomen	150	260	89	0.59333
mondo	obi	22784	3735	2215	0.59304
rxno	vsmo	653	1902	387	0.59265
cro	po	81	1653	48	0.59259
hsapdv	nomen	243	260	144	0.59259
hsapdv	phipo	243	920	144	0.59259
hsapdv	plana	243	646	144	0.59259
symp	zfs	897	54	32	0.59259
lpt	uberon	481	14351	285	0.59252
aro	ddanat	6610	130	77	0.59231
lbo	vto	1108	107005	656	0.59206
mop	zfa	3582	3079	1818	0.59045
colao	maxo	83	1387	49	0.59036
symp	taxrank	897	61	36	0.59016
fbcv	wbphenotype	1132	2633	668	0.59011
bspo	ddpheno	139	961	82	0.58993
ddpheno	ogms	961	117	69	0.58974
cteno	fao	151	112	66	0.58929
ddanat	fao	130	112	66	0.58929
fao	lepao	112	132	66	0.58929
fao	lpt	112	481	66	0.58929
fao	oarcs	112	307	66	0.58929
fao	sbo	112	694	66	0.58929
fao	wbls	112	774	66	0.58929
fao	xco	112	675	66	0.58929
nbo	phipo	928	920	542	0.58913
hog	hsapdv	1176	243	143	0.58848
bto	eco	6511	2007	1181	0.58844
cdno	icepo	799	51	30	0.58824
vsmo	xco	1902	675	397	0.58815
ddpheno	vsmo	961	1902	565	0.58793
cdao	symp	131	897	77	0.58779
fbcv	lbo	1132	1108	651	0.58755
bto	vt	6511	3677	2156	0.58635
go	to	43248	1606	941	0.58593
amphx	omit	399	89	52	0.58427
cl	hog	2659	1176	687	0.58418
lpt	zeco	481	161	94	0.58385
plana	so	646	2386	377	0.58359
omp	sbo	2006	694	405	0.58357
mondo	rxno	22784	653	381	0.58346
lepao	symp	132	897	77	0.58333
oarcs	phipo	307	920	179	0.58306
efo	wbls	15540	774	451	0.58269
ddpheno	gecko	961	67	39	0.58209
go	maxo	43248	1387	807	0.58183
ddpheno	phipo	961	920	535	0.58152
cmpo	vsmo	399	1902	232	0.58145
go	omp	43248	2006	1166	0.58126
bspo	ogms	139	117	68	0.5812
ogms	symp	117	897	68	0.5812
mmusdv	symp	105	897	61	0.58095
cl	plana	2659	646	375	0.5805
fao	go	112	43248	65	0.58036
fao	mmo	112	695	65	0.58036
mmo	omp	695	2006	403	0.57986
aism	oarcs	553	307	178	0.5798
fbcv	one	1132	69	40	0.57971
hp	vbo	16614	18556	9631	0.57969
cl	efo	2659	15540	1541	0.57954
cvdo	xao	290	1720	168	0.57931
amphx	ms	399	2937	231	0.57895
mop	ncro	3582	2543	1472	0.57884
cl	hao	2659	2465	1426	0.5785
colao	symp	83	897	48	0.57831
mondo	sbo	22784	694	401	0.57781
go	so	43248	2386	1377	0.57712
bto	efo	6511	15540	3755	0.57672
clao	uberon	1495	14351	862	0.57659
cryoem	symp	111	897	64	0.57658
hog	uberon	1176	14351	678	0.57653
hog	vsmo	1176	1902	678	0.57653
ddpheno	efo	961	15540	554	0.57648
efo	spd	15540	757	436	0.57596
aro	lepao	6610	132	76	0.57576
bspo	hog	139	1176	80	0.57554
mmo	mondo	695	22784	400	0.57554
geno	poro	221	607	127	0.57466
geno	spd	221	757	127	0.57466
mondo	spd	22784	757	435	0.57464
efo	olatdv	15540	47	27	0.57447
mondo	symp	22784	897	515	0.57414
mco	zfs	839	54	31	0.57407
ncro	zfs	2543	54	31	0.57407
go	vto	43248	107005	24802	0.57348
obi	omit	3735	89	51	0.57303
fbcv	xao	1132	1720	648	0.57244
go	mro	43248	51242	24753	0.57235
mondo	xco	22784	675	386	0.57185
fao	nomen	112	260	64	0.57143
hog	pdumdv	1176	21	12	0.57143
lbo	pdumdv	1108	21	12	0.57143
maxo	pdumdv	1387	21	12	0.57143
ddpheno	nbo	961	928	530	0.57112
mco	mondo	839	22784	479	0.57092
mp	pato	13569	1875	1069	0.57013
cl	vsmo	2659	1902	1084	0.56993
fbcv	hao	1132	2465	645	0.56979
so	wbbt	2386	6763	1359	0.56957
go	zfa	43248	3079	1753	0.56934
ddanat	obi	130	3735	74	0.56923
ddanat	poro	130	607	74	0.56923
ddanat	vto	130	107005	74	0.56923
hom	poro	65	607	37	0.56923
fypo	vt	7674	3677	2093	0.56921
obi	uberon	3735	14351	2126	0.56921
cvdo	go	290	43248	165	0.56897
cvdo	vsmo	290	1902	165	0.56897
nbo	obi	928	3735	528	0.56897
icepo	maxo	51	1387	29	0.56863
icepo	ogms	51	117	29	0.56863
wbbt	xao	6763	1720	978	0.5686
lepao	poro	132	607	75	0.56818
cro	fao	81	112	46	0.5679
cro	maxo	81	1387	46	0.5679
cro	symp	81	897	46	0.5679
mondo	planp	22784	673	382	0.56761
ddpheno	psdo	961	74	42	0.56757
cl	mondo	2659	22784	1509	0.56751
mondo	wbls	22784	774	439	0.56718
cryoem	gecko	111	67	38	0.56716
ddanat	gecko	130	67	38	0.56716
gecko	go	67	43248	38	0.56716
vto	xao	107005	1720	975	0.56686
cl	mp	2659	13569	1506	0.56638
go	spd	43248	757	428	0.56539
cdao	poro	131	607	74	0.56489
go	wbls	43248	774	437	0.5646
oarcs	vt	307	3677	173	0.56352
poro	xao	607	1720	342	0.56343
cl	go	2659	43248	1497	0.56299
cteno	hog	151	1176	85	0.56291
hp	obi	16614	3735	2101	0.56252
apo	fao	309	112	63	0.5625
clyh	fao	257	112	63	0.5625
fao	ino	112	166	63	0.5625
hog	trans	1176	32	18	0.5625
cvdo	mondo	290	22784	163	0.56207
clyh	mmusdv	257	105	59	0.5619
efo	mondo	15540	22784	8728	0.56165
ddanat	ddpheno	130	961	73	0.56154
lpt	mondo	481	22784	270	0.56133
aro	bspo	6610	139	78	0.56115
bspo	po	139	1653	78	0.56115
geno	planp	221	673	124	0.56109
hp	peco	16614	550	308	0.56
clao	vsmo	1495	1902	837	0.55987
cryoem	ddpheno	111	961	62	0.55856
clao	fbcv	1495	1132	631	0.55742
maxo	taxrank	1387	61	34	0.55738
ogms	taxrank	117	61	34	0.55738
envo	rbo	3360	192	107	0.55729
cmo	efo	3025	15540	1684	0.55669
efo	phipo	15540	920	512	0.55652
cteno	symp	151	897	84	0.55629
cdno	zfs	799	54	30	0.55556
clyh	cro	257	81	45	0.55556
cro	obi	81	3735	45	0.55556
aism	cl	553	2659	307	0.55515
colao	fbcv	83	1132	46	0.55422
colao	obi	83	3735	46	0.55422
colao	vbo	83	18556	46	0.55422
ino	symp	166	897	92	0.55422
oba	psdo	7787	74	41	0.55405
bspo	go	139	43248	77	0.55396
fbcv	so	1132	2386	627	0.55389
hom	ogms	65	117	36	0.55385
exo	fao	150	112	62	0.55357
apo	uberon	309	14351	171	0.5534
exo	symp	150	897	83	0.55333
lepao	po	132	1653	73	0.55303
cl	hp	2659	16614	1469	0.55246
ddpheno	mmusdv	961	105	58	0.55238
fao	mmusdv	112	105	58	0.55238
bspo	gecko	139	67	37	0.55224
gecko	symp	67	897	37	0.55224
chmo	zfa	2908	3079	1603	0.55124
one	po	69	1653	38	0.55072
efo	mco	15540	839	462	0.55066
go	lbo	43248	1108	610	0.55054
oarcs	uberon	307	14351	169	0.55049
efo	rs	15540	5020	2762	0.5502
nomen	phipo	260	920	143	0.55
efo	vto	15540	107005	8543	0.54974
fovt	pato	313	1875	172	0.54952
omp	uberon	2006	14351	1102	0.54935
go	symp	43248	897	492	0.54849
hog	ino	1176	166	91	0.54819
flopo	hp	23226	16614	9100	0.54773
geno	sbo	221	694	121	0.54751
geno	vt	221	3677	121	0.54751
exo	hog	150	1176	82	0.54667
phipo	zeco	920	161	88	0.54658
cio	ogms	44	117	24	0.54545
go	xco	43248	675	368	0.54519
go	rxno	43248	653	356	0.54518
efo	ma	15540	3230	1760	0.54489
fao	nbo	112	928	61	0.54464
fao	rxno	112	653	61	0.54464
fao	vto	112	107005	61	0.54464
go	hp	43248	16614	9045	0.54442
chmo	efo	2908	15540	1583	0.54436
efo	so	15540	2386	1298	0.54401
wbls	xao	774	1720	421	0.54393
apo	lpt	309	481	168	0.54369
nbo	vsmo	928	1902	504	0.5431
bfo	hog	35	1176	19	0.54286
scdo	zp	1266	36602	686	0.54186
cl	mop	2659	3582	1440	0.54156
obi	wbbt	3735	6763	2022	0.54137
rs	zfa	5020	3079	1666	0.54108
obi	taxrank	3735	61	33	0.54098
cryoem	obi	111	3735	60	0.54054
aism	zeco	553	161	87	0.54037
efo	poro	15540	607	328	0.54036
poro	vsmo	607	1902	328	0.54036
go	mco	43248	839	453	0.53993
mro	scdo	51242	1266	683	0.53949
scdo	vbo	1266	18556	682	0.5387
geno	go	221	43248	119	0.53846
geno	mmo	221	695	119	0.53846
hom	symp	65	897	35	0.53846
vto	zp	107005	36602	19691	0.53798
go	planp	43248	673	362	0.53789
gecko	scdo	67	1266	36	0.53731
apo	phipo	309	920	166	0.53722
aism	vto	553	107005	297	0.53707
maxo	zfs	1387	54	29	0.53704
ogms	zfs	117	54	29	0.53704
hog	ncro	1176	2543	631	0.53656
maxo	one	1387	69	37	0.53623
one	xao	69	1720	37	0.53623
cdao	fao	131	112	60	0.53571
aro	cdao	6610	131	70	0.53435
po	zp	1653	36602	883	0.53418
geno	rxno	221	653	118	0.53394
geno	xco	221	675	118	0.53394
go	nbo	43248	928	495	0.53341
go	sbo	43248	694	370	0.53314
symp	vsmo	897	1902	478	0.53289
flopo	scdo	23226	1266	674	0.53239
omp	poro	2006	607	323	0.53213
maxo	trans	1387	32	17	0.53125
ogms	trans	117	32	17	0.53125
cro	ddpheno	81	961	43	0.53086
ddanat	po	130	1653	69	0.53077
cl	ddpheno	2659	961	510	0.5307
lepao	obi	132	3735	70	0.5303
hog	ogms	1176	117	62	0.52991
obi	ogms	3735	117	62	0.52991
ogms	scdo	117	1266	62	0.52991
aism	wbphenotype	553	2633	293	0.52984
mp	obi	13569	3735	1976	0.52905
efo	to	15540	1606	849	0.52864
cmo	zfa	3025	3079	1598	0.52826
go	mmo	43248	695	367	0.52806
cmpo	cvdo	399	290	153	0.52759
mro	oba	51242	7787	4104	0.52703
obi	psdo	3735	74	39	0.52703
nomen	vt	260	3677	137	0.52692
cdao	obi	131	3735	69	0.52672
fbcv	plana	1132	646	340	0.52632
plana	wbbt	646	6763	340	0.52632
aism	vt	553	3677	291	0.52622
oba	vbo	7787	18556	4095	0.52588
efo	ncro	15540	2543	1337	0.52576
efo	vsmo	15540	1902	1000	0.52576
geno	vsmo	221	1902	116	0.52489
hog	taxrank	1176	61	32	0.52459
cl	pdumdv	2659	21	11	0.52381
hog	mmusdv	1176	105	55	0.52381
mmusdv	obi	105	3735	55	0.52381
pdumdv	to	21	1606	11	0.52381
pdumdv	wbbt	21	6763	11	0.52381
flopo	po	23226	1653	865	0.52329
fbcv	maxo	1132	1387	592	0.52297
cio	fovt	44	313	23	0.52273
cio	mco	44	839	23	0.52273
ma	zfa	3230	3079	1609	0.52257
cryoem	poro	111	607	58	0.52252
gecko	mmusdv	67	105	35	0.52239
omp	wbls	2006	774	404	0.52196
peco	uberon	550	14351	287	0.52182
apo	vt	309	3677	161	0.52104
efo	vbo	15540	18556	8092	0.52072
cvdo	omp	290	2006	151	0.52069
phipo	vt	920	3677	479	0.52065
efo	wbphenotype	15540	2633	1367	0.51918
cdao	hog	131	1176	68	0.51908
cdao	po	131	1653	68	0.51908
oba	zp	7787	36602	4041	0.51894
cro	poro	81	607	42	0.51852
clao	ncro	1495	2543	775	0.51839
fao	hsapdv	112	243	58	0.51786
efo	symp	15540	897	464	0.51728
ddpheno	omit	961	89	46	0.51685
hog	omit	1176	89	46	0.51685
efo	pw	15540	2600	1343	0.51654
ddpheno	symp	961	897	463	0.51616
clao	efo	1495	15540	771	0.51572
mondo	zeco	22784	161	83	0.51553
efo	mp	15540	13569	6995	0.51551
ddanat	hog	130	1176	67	0.51538
efo	hao	15540	2465	1270	0.51521
hog	lepao	1176	132	68	0.51515
ncro	oba	2543	7787	1309	0.51475
lbo	vt	1108	3677	570	0.51444
bfo	cro	35	81	18	0.51429
bfo	ncro	35	2543	18	0.51429
oba	scdo	7787	1266	651	0.51422
cl	so	2659	2386	1226	0.51383
cmpo	obi	399	3735	205	0.51378
clyh	to	257	1606	132	0.51362
amphx	cryoem	399	111	57	0.51351
psdo	scdo	74	1266	38	0.51351
go	mp	43248	13569	6958	0.51279
nomen	scdo	260	1266	133	0.51154
hsapdv	olatdv	243	47	24	0.51064
nomen	olatdv	260	47	24	0.51064
vsmo	zfa	1902	3079	971	0.51052
fypo	oba	7674	7787	3917	0.51042
ontoavida	rbo	670	192	98	0.51042
efo	hog	15540	1176	600	0.5102
lbo	vsmo	1108	1902	565	0.50993
hog	icepo	1176	51	26	0.5098
icepo	obi	51	3735	26	0.5098
maxo	uberon	1387	14351	707	0.50973
maxo	vt	1387	3677	707	0.50973
efo	lbo	15540	1108	564	0.50903
fao	pato	112	1875	57	0.50893
dermo	efo	3401	15540	1730	0.50867
ncro	taxrank	2543	61	31	0.5082
hom	obi	65	3735	33	0.50769
gecko	obi	67	3735	34	0.50746
one	pato	69	1875	35	0.50725
cro	oba	81	7787	41	0.50617
flopo	oba	23226	7787	3941	0.5061
colao	poro	83	607	42	0.50602
ino	obi	166	3735	84	0.50602
oarcs	plana	307	646	155	0.50489
fovt	phipo	313	920	158	0.50479
mmusdv	poro	105	607	53	0.50476
oba	ogms	7787	117	59	0.50427
mondo	nomen	22784	260	131	0.50385
cdao	oba	131	7787	66	0.50382
mondo	po	22784	1653	832	0.50333
cteno	obi	151	3735	76	0.50331
fbcv	phipo	1132	920	463	0.50326
bto	scdo	6511	1266	637	0.50316
vt	zeco	3677	161	81	0.50311
dermo	zfa	3401	3079	1545	0.50179
rs	vt	5020	3677	1841	0.50068
amphx	fao	399	112	56	0.5
cio	hog	44	1176	22	0.5
cio	maxo	44	1387	22	0.5
clyh	ddanat	257	130	65	0.5
exo	obi	150	3735	75	0.5
lepao	scdo	132	1266	66	0.5
go	obi	43248	3735	1863	0.4988
go	vbo	43248	18556	9251	0.49854
ddpheno	ncro	961	2543	478	0.4974
mop	obi	3582	3735	1780	0.49693
aro	cteno	6610	151	75	0.49669
cvdo	scdo	290	1266	144	0.49655
cryoem	hog	111	1176	55	0.4955
go	mondo	43248	22784	11281	0.49513
go	uberon	43248	14351	7098	0.4946
envo	ontoavida	3360	670	331	0.49403
colao	hog	83	1176	41	0.49398
cmpo	mondo	399	22784	197	0.49373
geno	vto	221	107005	109	0.49321
lbo	one	1108	69	34	0.49275
one	vsmo	69	1902	34	0.49275
gecko	zeco	67	161	33	0.49254
clyh	lepao	257	132	65	0.49242
hog	hom	1176	65	32	0.49231
aism	apo	553	309	152	0.49191
cdno	taxrank	799	61	30	0.4918
phipo	vsmo	920	1902	452	0.4913
fao	spd	112	757	55	0.49107
rs	scdo	5020	1266	619	0.48894
fovt	vsmo	313	1902	153	0.48882
fovt	vt	313	3677	153	0.48882
apo	scdo	309	1266	151	0.48867
cl	uberon	2659	14351	1296	0.4874
fypo	scdo	7674	1266	617	0.48736
hog	psdo	1176	74	36	0.48649
aism	ma	553	3230	269	0.48644
spd	xao	757	1720	368	0.48613
bfo	nomen	35	260	17	0.48571
bfo	obi	35	3735	17	0.48571
hsapdv	obi	243	3735	118	0.4856
flopo	go	23226	43248	11277	0.48553
oba	wbbt	7787	6763	3282	0.48529
bto	omp	6511	2006	973	0.48504
fbcv	uberon	1132	14351	549	0.48498
lepao	oba	132	7787	64	0.48485
go	phipo	43248	920	446	0.48478
aism	cmo	553	3025	268	0.48463
lpt	nomen	481	260	126	0.48462
nomen	obi	260	3735	126	0.48462
scdo	zeco	1266	161	78	0.48447
agro	rbo	772	192	93	0.48438
ddpheno	geno	961	221	107	0.48416
fbcv	geno	1132	221	107	0.48416
cmpo	scdo	399	1266	193	0.48371
obi	vto	3735	107005	1806	0.48353
cteno	po	151	1653	73	0.48344
go	hog	43248	1176	568	0.48299
amphx	cro	399	81	39	0.48148
hog	zfs	1176	54	26	0.48148
obi	zfs	3735	54	26	0.48148
cdao	scdo	131	1266	63	0.48092
goche	ncbitaxon	75	2438855	36	0.48
cl	obi	2659	3735	1276	0.47988
efo	ms	15540	2937	1407	0.47906
eco	one	2007	69	33	0.47826
nomen	zeco	260	161	77	0.47826
one	vt	69	3677	33	0.47826
to	uberon	1606	14351	768	0.47821
gecko	omit	67	89	32	0.47761
cteno	scdo	151	1266	72	0.47682
amphx	mmusdv	399	105	50	0.47619
ddpheno	pdumdv	961	21	10	0.47619
pdumdv	symp	21	897	10	0.47619
apo	mondo	309	22784	147	0.47573
mp	uberon	13569	14351	6455	0.47572
aism	chmo	553	2908	263	0.47559
aism	pw	553	2600	263	0.47559
spd	vt	757	3677	360	0.47556
psdo	taxrank	74	61	29	0.47541
efo	geno	15540	221	105	0.47511
bspo	clyh	139	257	66	0.47482
mco	xao	839	1720	398	0.47437
omrse	rbo	230	192	91	0.47396
aro	exo	6610	150	71	0.47333
fao	mondo	112	22784	53	0.47321
colao	psdo	83	74	35	0.47297
ma	scdo	3230	1266	598	0.47235
mco	vt	839	3677	395	0.4708
omp	spd	2006	757	356	0.47028
chmo	scdo	2908	1266	594	0.46919
cmo	scdo	3025	1266	594	0.46919
mco	trans	839	32	15	0.46875
psdo	trans	74	32	15	0.46875
olatdv	vt	47	3677	22	0.46809
bspo	poro	139	607	65	0.46763
po	vbo	1653	18556	773	0.46763
clyh	so	257	2386	120	0.46693
mmusdv	oba	105	7787	49	0.46667
vt	wbls	3677	774	361	0.46641
efo	oba	15540	7787	3628	0.4659
cl	vto	2659	107005	1237	0.46521
aism	hao	553	2465	257	0.46474
scdo	so	1266	2386	588	0.46445
cmpo	fao	399	112	52	0.46429
aism	one	553	69	32	0.46377
vt	xco	3677	675	313	0.4637
cteno	oba	151	7787	70	0.46358
mp	po	13569	1653	766	0.4634
gecko	hog	67	1176	31	0.46269
oarcs	scdo	307	1266	142	0.46254
clao	go	1495	43248	691	0.46221
pw	scdo	2600	1266	585	0.46209
fbcv	hom	1132	65	30	0.46154
hom	vbo	65	18556	30	0.46154
cmpo	vt	399	3677	184	0.46115
hsapdv	scdo	243	1266	112	0.46091
dermo	oba	3401	7787	1566	0.46045
exo	po	150	1653	69	0.46
efo	po	15540	1653	760	0.45977
sbo	vt	694	3677	319	0.45965
uberon	zeco	14351	161	74	0.45963
pato	taxrank	1875	61	28	0.45902
apo	cvdo	309	290	133	0.45862
cdao	clyh	131	257	60	0.45802
colao	pato	83	1875	38	0.45783
mmo	vt	695	3677	318	0.45755
aism	dermo	553	3401	253	0.4575
bfo	fovt	35	313	16	0.45714
bfo	psdo	35	74	16	0.45714
mmusdv	scdo	105	1266	48	0.45714
rxno	vt	653	3677	298	0.45636
planp	xao	673	1720	307	0.45617
oarcs	obi	307	3735	140	0.45603
scdo	wbphenotype	1266	2633	577	0.45577
plana	xao	646	1720	294	0.45511
cio	obi	44	3735	20	0.45455
cio	psdo	44	74	20	0.45455
exo	scdo	150	1266	68	0.45333
scdo	zfa	1266	3079	573	0.45261
clao	vt	1495	3677	676	0.45217
ino	scdo	166	1266	75	0.45181
cvdo	plana	290	646	131	0.45172
ddpheno	pato	961	1875	434	0.45161
mondo	oba	22784	7787	3514	0.45126
cl	scdo	2659	1266	571	0.45103
cvdo	icepo	290	51	23	0.45098
fovt	icepo	313	51	23	0.45098
icepo	pato	51	1875	23	0.45098
icepo	psdo	51	74	23	0.45098
mco	omp	839	2006	378	0.45054
cryoem	oba	111	7787	50	0.45045
eco	mp	2007	13569	904	0.45042
efo	one	15540	69	31	0.44928
one	zfa	69	3079	31	0.44928
plana	vsmo	646	1902	290	0.44892
omp	planp	2006	673	302	0.44874
dermo	scdo	3401	1266	568	0.44866
nbo	xao	928	1720	416	0.44828
cro	gecko	81	67	30	0.44776
hao	scdo	2465	1266	566	0.44708
olatdv	scdo	47	1266	21	0.44681
fao	planp	112	673	50	0.44643
cdno	hom	799	65	29	0.44615
planp	vt	673	3677	300	0.44577
poro	uberon	607	14351	270	0.44481
cro	hog	81	1176	36	0.44444
uberon	xco	14351	675	300	0.44444
phipo	uberon	920	14351	408	0.44348
mondo	oarcs	22784	307	136	0.443
fbcv	taxrank	1132	61	27	0.44262
rxno	uberon	653	14351	289	0.44257
lbo	scdo	1108	1266	490	0.44224
clao	scdo	1495	1266	559	0.44155
poro	scdo	607	1266	268	0.44152
ino	zeco	166	161	71	0.44099
obi	zeco	3735	161	71	0.44099
hog	vt	1176	3677	518	0.44048
mmo	scdo	695	1266	306	0.44029
ddpheno	wbbt	961	6763	423	0.44017
efo	pato	15540	1875	825	0.44
